numeroPartido,jornada,fecha,hora,resultadoLocal,resultadoVisitante,programado,estado,codigoCompeticion,codigoFase,codigoEquipoLocal,codigoEquipoVisitante,codigoGrupo,codigoCampo
3,4,2025-11-16,18:15,54,32,1,F,8950,9902,177955,177758,28214,546
4,4,2025-11-16,19:30,29,36,1,F,8950,9902,178057,178013,28214,546
1,2,2025-11-23,15:45,55,17,1,F,8950,9902,183022,182017,28237,546
2,2,2025-11-23,16:45,20,0,1,F,8950,9902,181521,183559,28237,546
5,8,2025-12-21,09:00,1,2,1,F,8951,9906,180148,179941,28289,1397
6,8,2025-12-21,10:15,0,3,1,F,8951,9906,180152,180183,28289,1397
7,8,2025-12-21,11:30,1,2,1,F,8951,9906,178126,178322,28289,1397
5,11,2026-01-25,09:00,0,3,1,F,8951,9906,178563,180148,28289,1397
6,11,2026-01-25,10:15,1,2,1,F,8951,9906,178589,179633,28289,1397
7,11,2026-01-25,11:30,2,1,1,F,8951,9906,178140,177585,28289,1397
5,1,2025-10-19,09:00,2,1,1,F,8951,9906,177977,178050,28290,1397
6,1,2025-10-19,10:15,0,3,1,F,8951,9906,180057,178438,28290,1397
7,1,2025-10-19,11:30,0,3,1,F,8951,9906,178233,178379,28290,1397
5,4,2025-11-16,09:00,1,2,1,F,8951,9906,177892,177977,28290,1397
6,4,2025-11-16,10:15,0,3,1,F,8951,9906,180082,179152,28290,1397
7,4,2025-11-16,11:30,3,0,1,F,8951,9906,179685,179857,28290,1397
5,7,2025-12-14,09:00,3,0,1,F,8951,9906,178379,177892,28290,1397
6,7,2025-12-14,10:15,3,0,1,F,8951,9906,178438,178611,28290,1397
7,7,2025-12-14,11:30,1,2,1,F,8951,9906,179152,178133,28290,1397
5,10,2026-01-18,09:00,0,3,1,F,8951,9906,179857,178379,28290,1397
6,10,2026-01-18,10:15,3,0,1,F,8951,9906,179152,178233,28290,1397
7,10,2026-01-18,11:30,0,3,1,F,8951,9906,177977,180057,28290,1397
5,13,2026-02-08,09:00,3,0,1,F,8951,9906,180224,179857,28290,1397
6,13,2026-02-08,10:15,0,3,1,F,8951,9906,178233,178133,28290,1397
7,13,2026-02-08,11:30,1,2,1,F,8951,9906,177892,180082,28290,1397
5,3,2025-11-02,09:00,1,2,1,F,8951,9906,178534,179554,28291,1397
6,3,2025-11-02,10:15,0,3,1,F,8951,9906,179938,179937,28291,1397
7,3,2025-11-02,11:30,1,2,1,F,8951,9906,179939,179940,28291,1397
5,6,2025-11-30,09:00,3,0,1,F,8951,9906,179570,178534,28291,1397
6,6,2025-11-30,10:15,1,2,1,F,8951,9906,178519,179937,28291,1397
7,6,2025-11-30,11:30,2,1,1,F,8951,9906,179138,177871,28291,1397
5,9,2026-01-11,09:00,1,2,1,F,8951,9906,179940,179570,28291,1397
6,9,2026-01-11,10:15,3,0,1,F,8951,9906,179937,178185,28291,1397
7,9,2026-01-11,11:30,3,0,1,F,8951,9906,179554,178113,28291,1397
5,12,2026-02-01,09:00,3,0,1,F,8951,9906,178519,178185,28291,1397
6,12,2026-02-01,10:15,2,1,1,F,8951,9906,178364,179939,28291,1397
7,12,2026-02-01,11:30,1,2,1,F,8951,9906,178534,179938,28291,1397
3,3,2025-11-29,11:00,0,2,1,F,8948,9894,180840,181499,28058,1397
1,5,2026-01-10,09:00,0,2,1,F,8948,9894,182233,181499,28058,1397
2,5,2026-01-10,10:00,2,0,1,F,8948,9894,180996,180840,28058,1397
3,5,2026-01-10,11:00,1,2,1,F,8948,9894,181552,180683,28058,1397
3,6,2026-01-17,09:00,1,2,1,F,8948,9894,180840,181552,28058,1397
2,7,2026-01-24,10:00,1,2,1,F,8948,9894,181552,182233,28058,1397
3,7,2026-01-24,11:00,2,1,1,F,8948,9894,180996,181499,28058,1397
4,7,2026-01-24,09:00,0,2,1,F,8948,9894,183846,180683,28058,1397
1,9,2026-02-07,09:00,1,2,1,F,8948,9894,181552,181499,28058,1397
3,9,2026-02-07,10:00,1,2,1,F,8948,9894,182233,183846,28058,1397
4,9,2026-02-07,11:00,2,1,1,F,8948,9894,180840,180683,28058,1397
2,1,2025-11-15,12:00,2,0,1,F,8948,9894,181155,180965,28063,1397
3,3,2025-11-29,12:00,2,0,1,F,8948,9894,180700,180965,28063,1397
2,5,2026-01-10,12:00,0,2,1,F,8948,9894,180700,181155,28063,1397
3,7,2026-01-24,12:00,0,2,1,F,8948,9894,181622,181155,28063,1397
2,9,2026-02-07,12:00,1,2,1,F,8948,9894,180700,181622,28063,1397
5,2,2025-10-26,09:00,3,0,1,F,8951,9906,178140,178126,28289,1397
6,2,2025-10-26,10:15,3,0,1,F,8951,9906,177585,180152,28289,1397
7,2,2025-10-26,11:30,3,0,1,F,8951,9906,179633,180148,28289,1397
5,5,2025-11-23,09:00,0,3,1,F,8951,9906,180152,177821,28289,1397
6,5,2025-11-23,10:15,2,1,1,F,8951,9906,179942,178589,28289,1397
7,5,2025-11-23,11:30,3,0,1,F,8951,9906,179999,178563,28289,1397
2,2,2025-11-22,11:00,2,1,1,F,8948,9894,180830,180804,28056,1397
4,2,2025-11-22,12:00,2,1,1,F,8948,9894,181002,180790,28056,1397
1,6,2026-01-17,10:00,0,2,1,F,8948,9894,181002,180729,28056,1397
2,6,2026-01-17,11:00,1,2,1,F,8948,9894,180830,180785,28056,1397
3,6,2026-01-17,12:00,2,0,1,F,8948,9894,180790,180804,28056,1397
2,8,2026-01-31,12:00,0,2,1,F,8948,9894,180785,180790,28056,1397
4,8,2026-01-31,11:00,2,1,1,F,8948,9894,180830,181002,28056,1397
1,1,2025-11-15,09:00,1,2,1,F,8948,9894,180683,181499,28058,1397
2,1,2025-11-15,10:00,2,0,1,N,8948,9894,180840,183846,28058,1397
4,1,2025-11-15,11:00,2,1,1,F,8948,9894,180996,181552,28058,1397
1,3,2025-11-29,09:00,2,0,1,N,8948,9894,180996,183846,28058,1397
2,3,2025-11-29,10:00,0,2,1,F,8948,9894,182233,180683,28058,1397
3,8,2026-01-31,09:00,2,1,1,F,8948,9894,183737,182784,28036,1397
4,8,2026-01-31,10:00,2,0,1,F,8948,9894,183847,183873,28036,1397
2,2,2025-11-22,10:00,0,2,1,F,8948,9894,180643,181445,28043,1397
1,4,2025-12-13,09:00,0,2,1,F,8948,9894,181870,180757,28043,1397
3,4,2025-12-13,10:00,0,2,1,F,8948,9894,181522,181445,28043,1397
1,3,2026-01-30,17:00,12,4,1,F,8941,9866,183946,183947,27428,1366
2,3,2026-01-30,17:45,11,5,1,F,8941,9866,183944,183934,27428,1366
3,3,2026-01-30,18:30,4,12,1,F,8941,9866,183945,183935,27428,1366
1,1,2026-01-16,17:00,4,12,1,F,8941,9866,183945,183946,27428,1366
2,1,2026-01-16,17:45,10,6,1,F,8941,9866,183943,183935,27428,1366
3,1,2026-01-16,18:30,4,12,1,F,8941,9866,183944,183947,27428,1366
1,2,2026-01-23,17:00,12,4,1,F,8941,9866,183934,183943,27428,1366
2,2,2026-01-23,17:45,12,4,1,F,8941,9866,183947,183945,27428,1366
3,2,2026-01-23,18:30,4,12,1,F,8941,9866,183935,183944,27428,1366
1,1,2025-10-19,15:00,9,5,1,F,8949,9898,179292,179760,28124,1056
2,1,2025-10-19,16:00,7,0,1,F,8949,9898,179873,179711,28124,1056
3,1,2025-10-19,17:00,3,3,1,F,8949,9898,179668,179360,28124,1056
4,1,2025-10-19,18:00,1,4,1,F,8949,9898,178792,177640,28124,1056
5,1,2025-10-19,19:00,0,4,1,F,8949,9898,179773,179611,28124,1056
1,2,2025-10-26,15:00,1,4,1,F,8949,9898,178626,179873,28124,1056
2,2,2025-10-26,16:00,5,1,1,F,8949,9898,179611,179292,28124,1056
4,2,2025-10-26,18:00,2,3,1,F,8949,9898,179360,178792,28124,1056
5,2,2025-10-26,19:00,3,2,1,F,8949,9898,179711,179668,28124,1056
1,3,2025-11-02,15:00,4,3,1,F,8949,9898,179760,179611,28124,1056
2,3,2025-11-02,16:00,3,9,1,F,8949,9898,179668,178626,28124,1056
3,3,2025-11-02,17:00,2,3,1,F,8949,9898,178792,179711,28124,1056
4,3,2025-11-02,18:00,1,6,1,F,8949,9898,179773,179360,28124,1056
5,3,2025-11-02,19:00,1,8,1,F,8949,9898,179292,177640,28124,1056
1,4,2025-11-16,15:00,10,3,1,F,8949,9898,179873,179668,28124,1056
2,4,2025-11-16,16:00,0,3,1,F,8949,9898,177640,179760,28124,1056
3,4,2025-11-16,17:00,3,0,1,F,8949,9898,179360,179292,28124,1056
4,4,2025-11-16,18:00,3,2,1,F,8949,9898,179711,179773,28124,1056
5,4,2025-11-16,19:00,5,0,1,F,8949,9898,178626,178792,28124,1056
2,5,2025-11-23,16:00,1,3,1,F,8949,9898,178792,179873,28124,1056
3,5,2025-11-23,17:00,3,5,1,F,8949,9898,179773,178626,28124,1056
4,5,2025-11-23,18:00,4,1,1,F,8949,9898,179292,179711,28124,1056
5,5,2025-11-23,19:00,1,2,1,F,8949,9898,179760,179360,28124,1056
1,6,2025-11-30,15:00,2,8,1,F,8949,9898,179668,178792,28124,1056
2,6,2025-11-30,16:00,0,3,1,F,8949,9898,179360,179611,28124,1056
3,6,2025-11-30,17:00,4,1,1,F,8949,9898,179711,179760,28124,1056
4,6,2025-11-30,18:00,15,2,1,F,8949,9898,178626,179292,28124,1056
5,6,2025-11-30,19:00,9,0,1,F,8949,9898,179873,179773,28124,1056
2,7,2025-12-14,16:00,8,2,1,F,8949,9898,179773,179668,28124,1056
3,7,2025-12-14,17:00,1,3,1,F,8949,9898,179292,179873,28124,1056
4,7,2025-12-14,18:00,1,4,1,F,8949,9898,179760,178626,28124,1056
5,7,2025-12-14,19:00,3,0,1,F,8949,9898,179611,179711,28124,1056
1,8,2025-12-21,16:00,5,4,1,F,8949,9898,178792,179773,28124,1056
3,8,2025-12-21,17:00,5,3,1,F,8949,9898,178626,179611,28124,1056
4,8,2025-12-21,18:00,9,1,1,F,8949,9898,179873,179760,28124,1056
5,8,2025-12-21,19:00,2,4,1,F,8949,9898,179668,179292,28124,1056
1,9,2026-01-11,15:00,5,0,1,F,8949,9898,179360,179711,28124,1056
2,9,2026-01-11,16:00,2,5,1,F,8949,9898,179292,178792,28124,1056
3,9,2026-01-11,17:00,4,0,1,F,8949,9898,179760,179668,28124,1056
4,9,2026-01-11,18:00,3,4,1,F,8949,9898,179611,179873,28124,1056
1,10,2026-01-18,15:00,10,3,1,F,8949,9898,179773,179292,28124,1056
2,10,2026-01-18,16:00,4,1,1,F,8949,9898,178626,179360,28124,1056
4,10,2026-01-18,18:00,3,6,1,F,8949,9898,179668,179611,28124,1056
5,10,2026-01-18,19:00,2,1,1,F,8949,9898,178792,179760,28124,1056
1,11,2026-01-25,15:00,3,4,1,F,8949,9898,179711,178626,28124,1056
2,11,2026-01-25,16:00,3,3,1,F,8949,9898,179760,179773,28124,1056
3,11,2026-01-25,17:00,3,1,1,F,8949,9898,179611,178792,28124,1056
5,11,2026-01-25,18:00,4,5,1,F,8949,9898,179360,179873,28124,1056
1,12,2026-02-01,15:00,2,2,1,F,8949,9898,179760,179292,28124,1056
2,12,2026-02-01,16:00,2,6,1,F,8949,9898,179711,179873,28124,1056
3,12,2026-02-01,17:00,5,3,1,F,8949,9898,179360,179668,28124,1056
5,12,2026-02-01,18:00,8,0,1,F,8949,9898,179611,179773,28124,1056
6,9,2026-01-10,14:00,2,3,1,F,8949,9898,178154,178687,28121,1056
1,10,2026-01-17,15:00,1,3,1,F,8949,9898,177685,179095,28121,1056
2,10,2026-01-17,16:00,3,4,1,F,8949,9898,178128,178154,28121,1056
3,10,2026-01-17,17:00,3,3,1,F,8949,9898,178826,179125,28121,1056
4,10,2026-01-17,18:00,4,3,1,F,8949,9898,178172,178687,28121,1056
5,10,2026-01-17,19:00,2,8,1,F,8949,9898,179096,177886,28121,1056
6,10,2026-01-17,14:00,1,3,1,F,8949,9898,178749,178288,28121,1056
1,11,2026-01-24,15:00,7,2,1,F,8949,9898,178154,178826,28121,1056
2,11,2026-01-24,16:00,4,1,1,F,8949,9898,177886,178749,28121,1056
3,11,2026-01-24,17:00,2,0,1,F,8949,9898,179095,179096,28121,1056
4,11,2026-01-24,18:00,7,1,1,F,8949,9898,179125,177685,28121,1056
5,11,2026-01-24,19:00,3,2,1,F,8949,9898,178288,178172,28121,1056
6,11,2026-01-24,14:00,1,1,1,F,8949,9898,178687,178128,28121,1056
1,12,2026-01-31,15:00,3,1,1,F,8949,9898,177886,178288,28121,1056
2,12,2026-01-31,16:00,5,2,1,F,8949,9898,178687,178826,28121,1056
3,12,2026-01-31,17:00,5,4,1,F,8949,9898,178154,177685,28121,1056
4,12,2026-01-31,18:00,2,2,1,F,8949,9898,179125,179096,28121,1056
5,12,2026-01-31,19:00,0,4,1,F,8949,9898,179095,178749,28121,1056
6,12,2026-01-31,14:00,4,1,1,F,8949,9898,178172,178128,28121,1056
4,4,2025-11-15,18:00,12,0,1,F,8949,9898,178172,179095,28121,1056
5,4,2025-11-15,19:00,5,4,1,F,8949,9898,178128,179096,28121,1056
6,4,2025-11-15,14:00,2,2,1,F,8949,9898,178826,177685,28121,1056
1,5,2025-11-22,15:00,3,2,1,F,8949,9898,177886,178154,28121,1056
2,5,2025-11-22,16:00,8,0,1,F,8949,9898,179096,178826,28121,1056
3,5,2025-11-22,17:00,0,5,1,F,8949,9898,178749,178128,28121,1056
4,5,2025-11-22,18:00,1,1,1,F,8949,9898,178288,178687,28121,1056
5,5,2025-11-22,19:00,1,6,1,F,8949,9898,177685,178172,28121,1056
6,5,2025-11-22,14:00,2,3,1,F,8949,9898,179095,179125,28121,1056
1,6,2025-11-29,15:00,1,3,1,F,8949,9898,177685,179096,28121,1056
2,6,2025-11-29,16:00,8,3,1,F,8949,9898,178154,179095,28121,1056
3,6,2025-11-29,17:00,3,5,1,F,8949,9898,178687,177886,28121,1056
4,6,2025-11-29,18:00,3,5,1,F,8949,9898,178128,178288,28121,1056
5,6,2025-11-29,19:00,1,6,1,F,8949,9898,178826,178749,28121,1056
6,6,2025-11-29,14:00,5,3,1,F,8949,9898,178172,179125,28121,1056
1,7,2025-12-13,15:00,3,5,1,F,8949,9898,179096,178172,28121,1056
2,7,2025-12-13,16:00,6,0,1,F,8949,9898,178749,177685,28121,1056
3,7,2025-12-13,17:00,6,2,1,F,8949,9898,178288,178826,28121,1056
4,7,2025-12-13,18:00,11,0,1,F,8949,9898,177886,178128,28121,1056
5,7,2025-12-13,19:00,1,4,1,F,8949,9898,179095,178687,28121,1056
6,7,2025-12-13,14:00,0,2,1,F,8949,9898,179125,178154,28121,1056
1,8,2025-12-20,15:00,3,3,1,F,8949,9898,178687,179125,28121,1056
2,8,2025-12-20,16:00,4,0,1,F,8949,9898,178172,178154,28121,1056
3,8,2025-12-20,17:00,8,0,1,F,8949,9898,178128,179095,28121,1056
4,8,2025-12-20,18:00,0,8,1,F,8949,9898,178826,177886,28121,1056
5,8,2025-12-20,19:00,1,2,1,F,8949,9898,177685,178288,28121,1056
6,8,2025-12-20,14:00,4,8,1,F,8949,9898,179096,178749,28121,1056
1,9,2026-01-10,15:00,4,2,1,F,8949,9898,177886,177685,28121,1056
2,9,2026-01-10,16:00,6,1,1,F,8949,9898,178288,179096,28121,1056
3,9,2026-01-10,17:00,1,4,1,F,8949,9898,178749,178172,28121,1056
4,9,2026-01-10,18:00,3,0,1,F,8949,9898,179095,178826,28121,1056
5,9,2026-01-10,19:00,6,2,1,F,8949,9898,179125,178128,28121,1056
1,2,2025-10-25,15:00,0,0,1,F,8949,9898,179095,178288,28121,1056
2,2,2025-10-25,16:00,1,4,1,F,8949,9898,178172,177886,28121,1056
3,2,2025-10-25,17:00,2,5,1,F,8949,9898,179125,178749,28121,1056
4,2,2025-10-25,18:00,5,2,1,F,8949,9898,178154,179096,28121,1056
5,2,2025-10-25,19:00,5,3,1,F,8949,9898,178687,177685,28121,1056
6,2,2025-10-25,14:00,3,1,1,F,8949,9898,178128,178826,28121,1056
1,3,2025-11-01,15:00,2,8,1,F,8949,9898,179096,178687,28121,1056
2,3,2025-11-01,16:00,2,4,1,F,8949,9898,177685,178128,28121,1056
3,3,2025-11-01,17:00,0,10,1,F,8949,9898,178826,178172,28121,1056
4,3,2025-11-01,18:00,4,2,1,F,8949,9898,178749,178154,28121,1056
5,3,2025-11-01,19:00,2,3,1,F,8949,9898,178288,179125,28121,1056
6,3,2025-11-01,14:00,2,2,1,F,8949,9898,177886,179095,28121,1056
1,4,2025-11-15,15:00,2,4,1,F,8949,9898,178687,178749,28121,1056
2,4,2025-11-15,16:00,4,11,1,F,8949,9898,179125,177886,28121,1056
3,4,2025-11-15,17:00,0,6,1,F,8949,9898,178154,178288,28121,1056
1,1,2025-10-18,15:00,1,6,1,F,8949,9898,178128,178172,28121,1056
2,1,2025-10-18,16:00,2,5,1,F,8949,9898,178826,178687,28121,1056
3,1,2025-10-18,17:00,0,1,1,F,8949,9898,177685,178154,28121,1056
4,1,2025-10-18,18:00,0,3,1,F,8949,9898,179096,179125,28121,1056
5,1,2025-10-18,19:00,5,0,1,F,8949,9898,178749,179095,28121,1056
6,1,2025-10-18,20:00,3,10,1,F,8949,9898,178288,177886,28121,1056
1,1,2026-02-15,09:00,0,0,1,A,8939,9858,182706,182718,27307,104381
2,1,2026-02-15,10:00,0,0,1,A,8939,9858,182779,182806,27307,104381
3,1,2026-02-15,11:00,0,0,1,A,8939,9858,183604,182794,27307,104381
4,1,2026-02-15,12:00,0,0,1,A,8939,9858,182748,183148,27307,104381
5,1,2026-02-15,13:00,0,0,1,A,8939,9858,182759,183146,27307,104381
6,1,2026-02-15,14:00,0,0,1,A,8939,9858,182771,183145,27307,104381
4,8,2025-12-21,15:00,3,5,1,F,8941,9866,177551,177660,27417,104530
6,8,2025-12-21,16:00,3,0,1,N,8941,9866,177917,177891,27417,104530
4,9,2026-01-11,15:00,2,4,1,F,8941,9866,177636,177551,27417,104530
5,9,2026-01-11,16:00,8,2,1,F,8941,9866,177602,177831,27417,104530
6,9,2026-01-11,17:00,3,4,1,F,8941,9866,177529,177584,27417,104530
4,10,2026-01-18,15:00,0,3,1,F,8941,9866,177786,177584,27417,104530
5,10,2026-01-18,16:00,4,2,1,F,8941,9866,177917,177660,27417,104530
6,10,2026-01-18,17:00,2,3,1,F,8941,9866,177891,178000,27417,104530
4,11,2026-01-25,15:00,0,0,1,F,8941,9866,177602,177631,27417,104530
5,11,2026-01-25,16:00,0,5,1,F,8941,9866,178000,177786,27417,104530
6,11,2026-01-25,17:00,7,1,1,F,8941,9866,177584,177831,27417,104530
4,12,2026-02-01,15:00,2,4,1,F,8941,9866,177602,177917,27417,104530
5,12,2026-02-01,16:00,2,4,1,F,8941,9866,177636,177891,27417,104530
6,12,2026-02-01,17:00,9,4,1,F,8941,9866,177786,177831,27417,104530
4,13,2026-02-08,15:00,1,0,1,F,8941,9866,177917,177529,27417,104530
5,13,2026-02-08,16:00,3,2,1,F,8941,9866,177631,177584,27417,104530
6,13,2026-02-08,17:00,6,3,1,F,8941,9866,177551,177831,27417,104530
4,3,2025-11-02,15:00,1,2,1,F,8941,9866,177891,177529,27417,104530
5,3,2025-11-02,16:00,6,3,1,F,8941,9866,178000,177602,27417,104530
6,3,2025-11-02,17:00,11,3,1,F,8941,9866,177660,177636,27417,104530
4,4,2025-11-16,15:00,7,2,1,F,8941,9866,177786,177636,27417,104530
5,4,2025-11-16,16:00,0,5,1,F,8941,9866,177831,177917,27417,104530
6,4,2025-11-16,17:00,8,7,1,F,8941,9866,177551,177631,27417,104530
4,5,2025-11-23,15:00,2,2,1,F,8941,9866,178000,177584,27417,104530
5,5,2025-11-23,16:00,2,7,1,F,8941,9866,177631,177786,27417,104530
6,5,2025-11-23,17:00,4,6,1,F,8941,9866,177636,177602,27417,104530
4,6,2025-11-30,15:00,2,6,1,F,8941,9866,177831,178000,27417,104530
5,6,2025-11-30,16:00,4,5,1,F,8941,9866,177551,177891,27417,104530
6,6,2025-11-30,17:00,4,3,1,F,8941,9866,177786,177602,27417,104530
4,7,2025-12-14,15:00,4,3,1,F,8941,9866,177660,177831,27417,104530
5,7,2025-12-14,16:00,4,7,1,F,8941,9866,177636,177584,27417,104530
6,7,2025-12-14,17:00,3,4,1,F,8941,9866,177602,177529,27417,104530
4,1,2025-10-19,15:00,2,2,1,F,8941,9866,177917,177602,27417,104530
5,1,2025-10-19,16:00,2,1,1,F,8941,9866,177891,177636,27417,104530
6,1,2025-10-19,17:00,8,3,1,F,8941,9866,178000,177660,27417,104530
4,2,2025-10-26,15:00,1,3,1,F,8941,9866,177529,177917,27417,104530
5,2,2025-10-26,16:00,3,0,1,N,8941,9866,177584,177631,27417,104530
6,2,2025-10-26,17:00,2,4,1,F,8941,9866,177831,177551,27417,104530
1,5,2026-01-10,11:00,2,0,1,F,8942,9870,183809,184000,29847,101956
3,2,2025-11-22,11:00,0,2,1,F,8942,9870,183377,183687,27520,101956
2,6,2026-01-17,10:00,2,0,1,F,8942,9870,180849,183377,27520,101956
3,9,2026-02-07,10:00,2,0,1,F,8942,9870,183687,183377,27520,101956
1,2,2025-11-22,10:00,3,0,1,F,8942,9870,183533,180699,27521,101956
1,2,2025-11-22,09:00,0,3,1,F,8942,9870,183532,180864,27536,101956
1,3,2025-11-29,09:00,1,2,1,F,8942,9870,180864,180770,27536,101956
3,3,2025-11-29,10:00,2,1,1,F,8942,9870,183353,184249,27536,101956
2,5,2026-01-10,10:00,3,0,1,F,8942,9870,180864,183353,27536,101956
2,9,2026-02-07,11:00,3,0,1,F,8942,9870,180864,183532,27536,101956
1,5,2026-01-10,09:00,0,3,1,F,8942,9870,181853,183482,27516,101956
3,2,2025-11-22,12:00,2,0,1,F,8942,9870,181564,183762,27519,101956
4,5,2026-01-10,12:00,0,2,1,F,8942,9870,183534,181564,27519,101956
2,6,2026-01-17,09:00,0,2,1,F,8942,9870,180855,181564,27519,101956
3,10,2026-03-08,12:00,0,0,1,A,8942,9870,181564,183686,27519,101956
1,3,2026-01-19,17:00,4,1,1,F,8956,9926,184328,184326,28539,103254
2,1,2025-11-24,17:00,3,4,1,F,8956,9926,184345,184337,29876,103254
3,3,2026-01-26,17:00,3,9,1,F,8956,9926,184345,184338,29876,103254
3,1,2025-12-06,11:00,0,3,1,F,8949,9898,183882,183253,28135,365
1,6,2026-02-14,10:00,0,0,1,A,8949,9898,182180,183773,28150,365
2,6,2026-02-14,11:00,0,0,1,A,8949,9898,181797,182577,28150,365
3,6,2026-02-14,12:00,0,0,1,A,8949,9898,183155,182616,28150,365
2,2,2025-12-06,10:00,8,0,1,F,8949,9898,184689,184691,29895,365
1,6,2026-02-14,09:00,0,0,1,A,8949,9898,184690,184691,29895,365
2,6,2026-02-14,13:00,0,0,1,A,8949,9898,184689,184692,29895,365
1,4,2025-12-13,09:00,5,0,1,F,8949,9898,182974,184101,28132,365
2,4,2025-12-13,10:00,5,6,1,F,8949,9898,183246,183277,28132,365
3,4,2025-12-13,11:00,1,10,1,F,8949,9898,183249,183666,28132,365
4,4,2025-12-13,12:00,3,4,1,F,8949,9898,183085,183257,28132,365
5,4,2025-12-13,13:00,4,4,1,F,8949,9898,182835,182253,28132,365
1,8,2026-01-31,09:00,4,6,1,F,8949,9898,182253,183257,28132,365
2,8,2026-01-31,10:00,4,1,1,F,8949,9898,183085,183246,28132,365
3,8,2026-01-31,11:00,5,4,1,F,8949,9898,182835,183278,28132,365
4,8,2026-01-31,12:00,5,1,1,F,8949,9898,182974,183277,28132,365
5,8,2026-01-31,13:00,3,11,1,F,8949,9898,184101,183666,28132,365
5,1,2025-12-06,09:00,7,2,1,F,8949,9898,183257,183278,28132,365
1,2,2025-11-22,09:00,4,6,1,F,8949,9898,182835,182974,28132,365
2,2,2025-11-22,10:00,2,4,1,F,8949,9898,183278,183666,28132,365
3,2,2025-11-22,11:00,4,4,1,F,8949,9898,183246,183257,28132,365
4,2,2025-11-22,12:00,1,10,1,F,8949,9898,183249,182253,28132,365
5,2,2025-11-22,13:00,9,2,1,F,8949,9898,183085,184101,28132,365
1,1,2025-11-15,09:00,2,6,1,F,8949,9898,184691,184690,29895,364
2,1,2025-11-15,10:00,4,1,1,F,8949,9898,184692,184689,29895,364
2,5,2025-11-29,12:00,1,1,1,F,8949,9898,184690,184692,29895,364
5,10,2026-01-17,20:30,1,2,1,F,8945,9882,180023,180017,27714,1385
3,11,2026-01-24,19:30,2,2,1,F,8945,9882,179897,178727,27714,1385
5,11,2026-01-24,20:30,2,0,1,F,8945,9882,180178,180017,27714,1385
3,12,2026-01-31,19:30,0,1,1,F,8945,9882,179101,179897,27714,1385
5,12,2026-01-31,20:30,0,4,1,F,8945,9882,178665,179693,27714,1385
1,13,2026-02-07,20:30,0,6,1,F,8945,9882,180072,179101,27714,1385
3,13,2026-02-07,19:30,2,2,1,F,8945,9882,178665,180023,27714,1385
3,3,2025-11-01,19:30,5,1,1,F,8945,9882,180178,180023,27714,1385
5,3,2025-11-01,20:30,2,2,1,F,8945,9882,179693,178665,27714,1385
3,4,2025-11-15,19:30,3,1,1,F,8945,9882,179101,180072,27714,1385
5,4,2025-11-15,20:30,5,2,1,F,8945,9882,180178,179917,27714,1385
3,5,2025-11-22,19:30,2,4,1,F,8945,9882,180072,180017,27714,1385
5,5,2025-11-22,20:30,0,3,1,N,8945,9882,179917,180023,27714,1385
3,6,2025-11-29,19:30,0,2,1,F,8945,9882,180017,179693,27714,1385
5,6,2025-11-29,20:30,0,3,1,N,8945,9882,179917,179897,27714,1385
3,7,2025-12-13,19:30,1,2,1,F,8945,9882,179693,180178,27714,1385
5,7,2025-12-13,20:30,1,8,1,F,8945,9882,178727,179101,27714,1385
3,8,2025-12-20,19:30,0,2,1,F,8945,9882,180023,179101,27714,1385
5,8,2025-12-20,20:30,3,3,1,F,8945,9882,179897,180072,27714,1385
4,9,2026-01-10,19:30,2,0,1,F,8945,9882,180072,180023,27714,1385
5,9,2026-01-10,20:30,3,1,1,F,8945,9882,179101,180017,27714,1385
1,10,2026-01-17,19:30,0,2,1,F,8945,9882,179693,180072,27714,1385
1,6,2025-11-29,18:30,0,3,1,N,8945,9882,178387,178442,27708,1385
2,8,2025-12-20,18:30,2,2,1,F,8945,9882,178517,177952,27708,1385
3,1,2025-10-18,19:30,0,6,1,F,8945,9882,179917,178727,27714,1385
5,1,2025-10-18,20:30,1,3,1,F,8945,9882,180072,179693,27714,1385
3,2,2025-10-25,19:30,1,9,1,F,8945,9882,178727,179897,27714,1385
5,2,2025-10-25,20:30,1,10,1,F,8945,9882,180017,180178,27714,1385
2,2,2025-11-22,12:00,13,64,1,F,8979,9975,182466,182510,29535,100799
3,2,2025-11-22,13:00,4,54,1,F,8979,9975,182539,182550,29535,100799
4,2,2025-11-22,11:00,17,60,1,F,8979,9975,182508,182456,29535,100799
1,4,2025-12-13,12:00,30,14,1,F,8979,9975,182456,182550,29535,100799
2,4,2025-12-13,11:00,10,60,1,F,8979,9975,182539,182510,29535,100799
4,5,2026-01-10,13:00,41,12,1,F,8979,9975,182686,182539,29535,100799
2,6,2026-02-14,12:15,0,0,1,A,8979,9975,182466,182539,29535,100799
3,6,2026-02-14,09:15,0,0,1,A,8979,9975,182456,182510,29535,100799
4,6,2026-01-17,09:00,50,11,1,F,8979,9975,182550,183878,29535,100799
1,8,2026-01-31,09:00,59,8,1,F,8979,9975,182510,183878,29535,100799
2,8,2026-01-31,12:00,12,44,1,F,8979,9975,182539,182456,29535,100799
3,8,2026-01-31,13:00,8,52,1,F,8979,9975,182686,182550,29535,100799
1,1,2025-11-15,09:00,50,0,1,F,8979,9975,182492,182875,29526,100799
2,1,2025-11-15,12:00,51,0,1,F,8979,9975,182254,180798,29526,100799
