numeroPartido,jornada,fecha,hora,resultadoLocal,resultadoVisitante,programado,estado,codigoCompeticion,codigoFase,codigoEquipoLocal,codigoEquipoVisitante,codigoGrupo,codigoCampo
3,13,2026-02-07,12:00,5,1,1,F,8947,9890,178999,179189,27927,85
2,13,2026-02-07,11:00,3,1,1,F,8947,9890,178020,178603,27927,85
1,13,2026-02-07,10:00,6,0,1,N,8947,9890,178138,178152,27927,85
3,2,2025-10-25,12:00,3,4,1,F,8947,9890,179189,178999,27927,85
2,2,2025-10-25,11:00,12,2,1,F,8947,9890,178152,178138,27927,85
1,2,2025-10-25,10:00,0,2,1,F,8947,9890,178603,178020,27927,85
3,1,2025-10-18,12:00,1,2,1,F,8947,9890,178347,179109,27927,85
2,1,2025-10-18,11:00,0,4,1,F,8947,9890,178358,179017,27927,85
1,1,2025-10-18,10:00,2,7,1,F,8947,9890,178579,178152,27927,85
3,6,2025-11-29,12:00,17,0,1,F,8947,9890,179017,178138,27927,85
2,6,2025-11-29,11:00,10,0,1,F,8947,9890,179109,178603,27927,85
1,6,2025-11-29,10:00,2,4,1,F,8947,9890,178347,177863,27927,85
5,5,2025-11-22,14:00,7,1,1,F,8947,9890,178347,178152,27927,85
4,5,2025-11-22,13:00,2,5,1,F,8947,9890,178020,179017,27927,85
3,5,2025-11-22,12:00,2,0,1,F,8947,9890,178999,178579,27927,85
2,5,2025-11-22,10:00,4,1,1,F,8947,9890,177863,178358,27927,85
1,5,2025-11-22,11:00,0,8,1,F,8947,9890,178138,179109,27927,85
4,4,2025-11-15,13:00,4,0,1,F,8947,9890,178152,178603,27927,85
3,4,2025-11-15,12:00,3,2,1,F,8947,9890,179109,178020,27927,85
2,4,2025-11-15,11:00,3,5,1,F,8947,9890,179189,178138,27927,85
1,4,2025-12-27,10:00,3,6,1,F,8947,9890,179017,178999,27927,85
3,3,2025-11-01,12:00,3,5,1,F,8947,9890,178358,178152,27927,85
2,3,2025-11-01,11:00,3,1,1,F,8947,9890,178347,178579,27927,85
1,3,2025-11-01,10:00,2,0,1,F,8947,9890,177863,179017,27927,85
5,12,2026-01-31,14:00,0,2,1,F,8947,9890,178603,178999,27927,85
4,12,2026-01-31,13:00,0,3,1,F,8947,9890,179189,177863,27927,85
3,12,2026-01-31,12:00,1,4,1,F,8947,9890,179109,178347,27927,85
2,12,2026-01-31,11:00,2,3,1,F,8947,9890,179017,178358,27927,85
1,12,2026-01-31,10:00,5,4,1,F,8947,9890,178138,178020,27927,85
5,11,2026-01-24,14:00,1,5,1,F,8947,9890,178020,178152,27927,85
4,11,2026-01-24,13:00,3,2,1,F,8947,9890,179189,178347,27927,85
3,11,2026-01-24,12:00,0,10,1,F,8947,9890,178603,177863,27927,85
2,11,2026-01-24,11:00,3,4,1,F,8947,9890,178138,178999,27927,85
1,11,2026-01-24,10:00,6,2,1,F,8947,9890,179109,178358,27927,85
4,10,2026-02-14,13:00,0,0,1,A,8947,9890,178152,179017,27927,85
3,10,2026-02-14,12:00,0,0,1,A,8947,9890,178358,179189,27927,85
2,10,2026-02-14,11:00,0,0,1,A,8947,9890,178579,179109,27927,85
1,10,2026-02-14,10:00,0,0,1,A,8947,9890,178347,178603,27927,85
5,9,2026-01-10,14:00,2,5,1,F,8947,9890,179189,178579,27927,85
4,9,2026-01-10,13:00,1,7,1,F,8947,9890,178603,178358,27927,85
3,9,2026-01-10,12:00,1,3,1,F,8947,9890,178999,178152,27927,85
2,9,2026-01-10,11:00,1,4,1,F,8947,9890,178020,177863,27927,85
1,9,2026-01-10,10:00,4,3,1,F,8947,9890,178138,178347,27927,85
6,8,2026-02-14,09:00,0,0,1,A,8947,9890,177863,178999,27927,85
5,8,2026-03-28,09:00,0,0,1,A,8947,9890,178347,178020,27927,85
4,8,2025-12-20,13:00,7,3,1,F,8947,9890,178358,178138,27927,85
3,8,2025-12-20,12:00,2,1,1,F,8947,9890,178579,178603,27927,85
2,8,2025-12-20,11:00,1,2,1,F,8947,9890,178152,179109,27927,85
1,8,2025-12-20,10:00,4,1,1,F,8947,9890,179017,179189,27927,85
5,7,2025-12-13,14:00,1,2,1,F,8947,9890,178603,179017,27927,85
4,7,2025-12-13,13:00,2,4,1,F,8947,9890,178138,178579,27927,85
3,7,2025-12-13,12:00,3,5,1,F,8947,9890,178020,178358,27927,85
2,7,2025-12-13,11:00,2,3,1,F,8947,9890,178999,178347,27927,85
1,7,2025-12-13,10:00,3,2,1,F,8947,9890,177863,178152,27927,85
5,6,2025-11-29,14:00,2,4,1,F,8947,9890,178358,178999,27927,85
4,6,2025-11-29,13:00,0,1,1,F,8947,9890,178579,178020,27927,85
1,6,2026-03-13,16:45,0,0,1,A,8940,9862,182882,182890,29850,85
2,1,2025-11-21,18:00,6,0,1,F,8947,9890,182851,182229,27942,85
5,13,2026-02-07,14:00,0,0,1,S,8947,9890,178347,179017,27927,85
3,6,2026-02-14,16:30,0,0,1,A,8938,9854,182362,181627,27260,95
4,6,2026-02-14,15:30,0,0,1,A,8938,9854,181654,181918,27257,95
5,6,2026-02-14,13:30,0,0,1,A,8938,9854,181942,182199,27256,95
5,9,2026-02-14,12:30,0,0,1,A,8957,9930,182120,183957,28578,95
3,11,2026-01-24,17:00,3,5,1,F,8945,9882,179624,179923,27736,103
2,11,2026-01-24,16:00,4,4,1,F,8945,9882,180359,179252,27736,103
1,11,2026-01-24,15:00,0,3,1,F,8945,9882,180071,179275,27736,103
3,1,2025-10-18,17:00,11,0,1,F,8945,9882,179874,180071,27736,103
2,1,2025-10-18,16:00,3,8,1,F,8945,9882,179275,179885,27736,103
5,12,2026-02-14,10:00,0,0,1,A,8945,9882,179661,179484,27715,103
4,12,2026-02-14,11:00,0,0,1,A,8945,9882,180237,180222,27715,103
3,12,2026-02-14,13:00,0,0,1,A,8945,9882,180414,179968,27715,103
2,12,2026-02-14,12:00,0,0,1,A,8945,9882,180070,179911,27715,103
2,4,2025-11-15,16:00,6,0,1,N,8945,9882,178562,180359,27736,103
1,4,2025-12-06,15:00,0,6,1,N,8945,9882,179885,179252,27736,103
6,3,2025-11-01,16:00,2,7,1,F,8945,9882,180359,179624,27736,103
5,3,2025-11-01,19:00,5,0,1,F,8945,9882,179871,178562,27736,103
4,3,2025-11-01,18:00,8,1,1,F,8945,9882,179252,180071,27736,103
3,3,2025-11-01,17:00,0,7,1,F,8945,9882,179275,179865,27736,103
1,3,2025-11-01,15:00,8,7,1,F,8945,9882,179923,179885,27736,103
5,2,2025-10-25,19:00,3,5,1,F,8945,9882,179885,179874,27736,103
4,2,2025-10-25,18:00,1,9,1,F,8945,9882,180071,179923,27736,103
3,2,2025-10-25,17:00,2,2,1,F,8945,9882,178562,179252,27736,103
2,2,2025-10-25,16:00,5,3,1,F,8945,9882,179865,180359,27736,103
1,2,2025-10-25,15:00,1,5,1,F,8945,9882,179624,179871,27736,103
6,1,2025-10-18,20:00,5,2,1,F,8945,9882,179871,180359,27736,103
5,1,2025-10-18,19:00,3,1,1,F,8945,9882,179252,179624,27736,103
4,1,2025-10-18,18:00,2,6,1,F,8945,9882,179923,178562,27736,103
6,10,2026-02-14,16:00,0,0,1,A,8945,9882,179252,179871,27736,103
5,10,2026-02-14,17:00,0,0,1,A,8945,9882,179923,180359,27736,103
4,10,2026-01-17,18:00,6,0,1,N,8945,9882,179865,179885,27736,103
3,10,2026-01-17,17:00,0,6,1,N,8945,9882,179275,178562,27736,103
1,10,2026-02-14,15:00,0,0,1,A,8945,9882,179874,179624,27736,103
6,9,2026-01-10,19:00,2,5,1,F,8945,9882,180071,179885,27736,103
4,9,2026-01-10,18:00,3,3,1,F,8945,9882,179624,179275,27736,103
3,9,2026-01-10,17:00,3,1,1,F,8945,9882,179252,179865,27736,103
2,9,2026-01-10,16:00,3,2,1,F,8945,9882,179871,179923,27736,103
1,9,2026-01-10,15:00,1,5,1,F,8945,9882,180359,179874,27736,103
6,8,2025-12-20,17:00,5,2,1,F,8945,9882,179923,179252,27736,103
5,8,2026-02-15,16:00,0,0,1,A,8945,9882,179874,179871,27736,103
4,8,2026-02-15,15:00,0,0,1,A,8945,9882,179275,180359,27736,103
2,8,2025-12-20,16:00,6,0,1,N,8945,9882,179865,180071,27736,103
1,8,2025-12-20,15:00,0,6,1,F,8945,9882,179885,178562,27736,103
6,7,2025-12-13,18:00,8,2,1,F,8945,9882,178562,180071,27736,103
5,7,2025-12-13,19:00,9,0,1,F,8945,9882,179624,179885,27736,103
3,7,2025-12-13,17:00,3,1,1,F,8945,9882,179871,179275,27736,103
2,7,2025-12-13,16:00,2,0,1,F,8945,9882,179252,179874,27736,103
1,7,2025-12-13,15:00,4,5,1,F,8945,9882,179923,179865,27736,103
6,6,2025-11-29,18:00,0,0,1,F,8945,9882,179865,178562,27736,103
5,6,2025-11-29,19:00,1,3,1,F,8945,9882,179275,179252,27736,103
3,6,2025-11-29,17:00,2,1,1,F,8945,9882,179885,180359,27736,103
2,6,2025-11-29,16:00,0,7,1,F,8945,9882,180071,179624,27736,103
6,5,2025-11-22,17:00,1,2,1,F,8945,9882,179624,178562,27736,103
5,5,2025-11-22,19:00,3,4,1,F,8945,9882,179874,179865,27736,103
4,5,2025-11-22,18:00,6,2,1,F,8945,9882,179871,179885,27736,103
2,5,2025-11-22,16:00,8,1,1,F,8945,9882,179923,179275,27736,103
1,5,2025-11-22,15:00,11,1,1,F,8945,9882,180359,180071,27736,103
6,4,2025-12-06,16:00,8,5,1,F,8945,9882,179275,179874,27736,103
4,4,2025-12-06,18:00,6,0,1,N,8945,9882,179865,179624,27736,103
3,4,2025-12-06,17:00,0,6,1,N,8945,9882,180071,179871,27736,103
5,13,2026-02-07,19:00,0,0,1,S,8945,9882,179874,179885,27736,103
4,13,2026-02-15,17:00,0,0,1,A,8945,9882,179923,180071,27736,103
3,13,2026-02-15,18:00,0,0,1,A,8945,9882,179252,178562,27736,103
2,13,2026-02-07,16:00,0,0,1,S,8945,9882,179871,179624,27736,103
1,13,2026-02-07,15:00,0,0,1,S,8945,9882,180359,179865,27736,103
5,12,2026-01-31,19:00,1,3,1,F,8945,9882,179624,179252,27736,103
4,12,2026-01-31,18:00,4,3,1,F,8945,9882,178562,179923,27736,103
3,12,2026-01-31,17:00,2,9,1,F,8945,9882,180071,179874,27736,103
2,12,2026-01-31,16:00,3,3,1,F,8945,9882,179885,179275,27736,103
1,12,2026-01-31,15:00,4,5,1,F,8945,9882,180359,179871,27736,103
5,11,2026-01-24,19:00,4,1,1,F,8945,9882,179871,179865,27736,103
3,8,2026-01-31,11:00,11,0,1,F,8949,9898,183251,183068,28133,217
2,8,2026-01-31,10:00,1,0,1,F,8949,9898,183088,183161,28133,217
1,8,2026-01-31,09:00,2,1,1,F,8949,9898,183258,183043,28133,217
2,11,2026-01-25,10:00,3,5,1,F,8949,9898,178753,178459,28119,217
1,11,2026-01-25,09:00,0,8,1,F,8949,9898,180303,179882,28119,217
5,10,2026-01-18,13:00,1,3,1,F,8949,9898,178812,178753,28119,217
4,10,2026-01-18,12:00,5,2,1,F,8949,9898,179358,180382,28119,217
3,10,2026-01-18,11:00,1,4,1,F,8949,9898,180385,180129,28119,217
2,10,2026-01-18,10:00,0,6,1,F,8949,9898,179882,178639,28119,217
1,10,2026-01-18,09:00,5,4,1,F,8949,9898,178459,180214,28119,217
5,9,2026-01-11,13:00,5,3,1,F,8949,9898,180129,179882,28119,217
4,9,2026-01-11,12:00,1,8,1,F,8949,9898,180382,180385,28119,217
3,9,2026-01-11,11:00,3,4,1,F,8949,9898,178753,179358,28119,217
2,9,2026-01-11,10:00,2,1,1,F,8949,9898,180214,178812,28119,217
1,9,2026-01-11,09:00,3,0,1,F,8949,9898,178639,180303,28119,217
5,8,2025-12-21,13:00,6,1,1,F,8949,9898,179358,180214,28119,217
4,8,2025-12-21,12:00,7,2,1,F,8949,9898,180385,178753,28119,217
3,8,2025-12-21,11:00,1,5,1,F,8949,9898,179882,180382,28119,217
2,8,2025-12-21,10:00,0,7,1,F,8949,9898,180303,180129,28119,217
1,8,2025-12-21,09:00,0,2,1,F,8949,9898,178812,178459,28119,217
5,7,2025-12-14,13:00,4,0,1,F,8949,9898,180382,180303,28119,217
4,7,2025-12-14,12:00,1,2,1,F,8949,9898,178753,179882,28119,217
3,7,2025-12-14,11:00,1,4,1,F,8949,9898,180214,180385,28119,217
2,7,2025-12-14,10:00,1,1,1,F,8949,9898,178459,179358,28119,217
1,7,2025-12-14,09:00,5,4,1,F,8949,9898,180129,178639,28119,217
5,6,2025-11-30,13:00,0,1,1,F,8949,9898,180385,178459,28119,217
4,6,2025-11-30,12:00,1,3,1,F,8949,9898,179882,180214,28119,217
3,6,2025-11-30,11:00,1,10,1,F,8949,9898,180303,178753,28119,217
2,6,2025-11-30,10:00,6,2,1,F,8949,9898,178639,180382,28119,217
1,6,2025-11-30,09:00,3,2,1,F,8949,9898,179358,178812,28119,217
5,5,2025-11-23,13:00,1,4,1,F,8949,9898,178753,178639,28119,217
4,5,2025-11-23,12:00,7,3,1,F,8949,9898,180214,180303,28119,217
3,5,2025-11-23,11:00,4,3,1,F,8949,9898,178459,179882,28119,217
2,5,2025-11-23,10:00,1,3,1,F,8949,9898,178812,180385,28119,217
1,5,2025-11-23,09:00,3,4,1,F,8949,9898,180382,180129,28119,217
5,4,2025-11-16,13:00,3,0,1,F,8949,9898,179882,178812,28119,217
4,4,2025-11-16,12:00,2,2,1,F,8949,9898,180303,178459,28119,217
3,4,2025-11-16,11:00,1,6,1,F,8949,9898,178639,180214,28119,217
2,4,2025-11-16,10:00,0,6,1,F,8949,9898,180129,178753,28119,217
1,4,2025-11-16,09:00,4,1,1,F,8949,9898,180385,179358,28119,217
5,3,2025-11-02,13:00,4,6,1,F,8949,9898,180214,180129,28119,217
4,3,2025-11-02,12:00,4,5,1,F,8949,9898,178459,178639,28119,217
3,3,2025-11-02,11:00,1,2,1,F,8949,9898,178812,180303,28119,217
2,3,2025-11-02,10:00,5,3,1,F,8949,9898,179358,179882,28119,217
1,3,2025-11-02,09:00,2,0,1,F,8949,9898,178753,180382,28119,217
5,2,2025-10-26,13:00,2,9,1,F,8949,9898,180303,179358,28119,217
4,2,2025-10-26,12:00,4,5,1,F,8949,9898,178639,178812,28119,217
3,2,2025-10-26,11:00,1,5,1,F,8949,9898,180129,178459,28119,217
2,2,2025-10-26,10:00,2,2,1,F,8949,9898,180382,180214,28119,217
1,2,2025-10-26,09:00,1,5,1,F,8949,9898,179882,180385,28119,217
5,1,2025-10-19,13:00,4,1,1,F,8949,9898,178459,180382,28119,217
4,1,2025-10-19,12:00,4,5,1,F,8949,9898,178812,180129,28119,217
3,1,2025-10-19,11:00,8,4,1,F,8949,9898,179358,178639,28119,217
2,1,2025-10-19,10:00,2,1,1,F,8949,9898,180385,180303,28119,217
1,1,2025-10-19,09:00,3,5,1,F,8949,9898,180214,178753,28119,217
1,5,2025-11-23,16:00,3,4,1,F,8949,9898,179312,180366,28120,217
3,4,2025-11-16,18:00,1,4,1,F,8949,9898,180392,180408,28120,217
2,4,2025-11-16,17:00,3,13,1,F,8949,9898,180366,179969,28120,217
1,4,2025-11-16,16:00,0,8,1,F,8949,9898,180626,180255,28120,217
3,3,2025-11-02,18:00,4,2,1,F,8949,9898,180408,180366,28120,217
2,3,2025-11-02,17:00,10,3,1,F,8949,9898,180255,180392,28120,217
1,3,2025-11-02,16:00,2,2,1,F,8949,9898,179969,179312,28120,217
3,2,2025-10-26,18:00,0,6,1,N,8949,9898,180366,180255,28120,217
2,2,2025-10-26,17:00,2,1,1,F,8949,9898,179312,180408,28120,217
1,2,2025-10-26,16:00,6,1,1,F,8949,9898,180392,180626,28120,217
3,1,2025-10-19,18:00,4,5,1,F,8949,9898,180255,179312,28120,217
2,1,2025-10-19,17:00,2,2,1,F,8949,9898,180626,180366,28120,217
1,1,2025-10-19,16:00,0,4,1,F,8949,9898,180408,179969,28120,217
5,13,2026-02-08,13:00,4,2,1,F,8949,9898,179358,180303,28119,217
4,13,2026-02-08,12:00,6,0,1,F,8949,9898,178812,178639,28119,217
3,13,2026-02-08,11:00,4,5,1,F,8949,9898,178459,180129,28119,217
2,13,2026-02-08,10:00,2,10,1,F,8949,9898,180214,180382,28119,217
1,13,2026-02-08,09:00,6,1,1,F,8949,9898,180385,179882,28119,217
5,12,2026-02-15,13:00,0,0,1,A,8949,9898,180382,178459,28119,217
4,12,2026-02-01,12:00,3,6,1,F,8949,9898,180129,178812,28119,217
3,12,2026-02-01,11:00,1,4,1,F,8949,9898,178639,179358,28119,217
2,12,2026-02-01,10:00,2,4,1,F,8949,9898,180303,180385,28119,217
1,12,2026-02-01,09:00,0,6,1,F,8949,9898,178753,180214,28119,217
5,11,2026-01-25,13:00,0,3,1,F,8949,9898,178639,180385,28119,217
4,11,2026-01-25,12:00,0,6,1,N,8949,9898,180129,179358,28119,217
3,11,2026-01-25,11:00,5,4,1,F,8949,9898,180382,178812,28119,217
3,7,2026-01-24,11:00,4,5,1,F,8949,9898,183251,183161,28133,217
2,7,2026-01-24,10:00,13,0,1,F,8949,9898,183258,183068,28133,217
1,7,2026-01-24,09:00,1,5,1,F,8949,9898,183088,182072,28133,217
3,6,2026-01-17,11:00,1,3,1,F,8949,9898,183161,183258,28133,217
2,6,2026-01-17,10:00,5,4,1,F,8949,9898,182072,183251,28133,217
1,6,2026-01-17,09:00,1,9,1,F,8949,9898,183068,183043,28133,217
3,5,2026-01-10,11:00,2,1,1,F,8949,9898,183258,182072,28133,217
1,5,2026-01-10,10:00,2,7,1,F,8949,9898,183251,183088,28133,217
3,4,2025-12-13,11:00,4,0,1,F,8949,9898,182072,183043,28133,217
2,4,2025-12-13,10:00,4,2,1,F,8949,9898,183088,183258,28133,217
1,4,2025-12-13,09:00,8,0,1,F,8949,9898,183161,183068,28133,217
3,3,2025-11-29,11:00,2,3,1,F,8949,9898,183043,183088,28133,217
2,3,2025-11-29,10:00,0,14,1,F,8949,9898,183068,182072,28133,217
1,3,2025-11-29,09:00,4,3,1,F,8949,9898,183258,183251,28133,217
3,2,2025-11-22,11:00,10,0,1,F,8949,9898,183088,183068,28133,217
2,2,2025-11-22,10:00,1,1,1,F,8949,9898,183251,183043,28133,217
1,2,2025-11-22,09:00,2,4,1,F,8949,9898,182072,183161,28133,217
3,1,2025-11-15,11:00,0,7,1,F,8949,9898,183068,183251,28133,217
2,1,2025-11-15,10:00,1,4,1,F,8949,9898,183161,183088,28133,217
1,1,2025-11-15,09:00,3,4,1,F,8949,9898,183043,183258,28133,217
3,13,2026-02-08,18:00,6,0,1,N,8949,9898,179969,180626,28120,217
2,13,2026-02-08,17:00,2,9,1,F,8949,9898,179312,180392,28120,217
1,13,2026-02-08,16:00,4,1,1,F,8949,9898,180408,180255,28120,217
2,12,2026-02-01,17:00,1,3,1,F,8949,9898,180626,180408,28120,217
1,12,2026-03-29,16:00,0,0,1,A,8949,9898,180366,179312,28120,217
3,11,2026-01-25,18:00,3,5,1,F,8949,9898,180408,180392,28120,217
2,11,2026-01-25,17:00,6,0,1,N,8949,9898,179969,180366,28120,217
1,11,2026-01-25,16:00,6,1,1,F,8949,9898,180255,180626,28120,217
3,10,2026-01-18,18:00,0,2,1,F,8949,9898,180366,180408,28120,217
2,10,2026-01-18,17:00,4,3,1,F,8949,9898,180392,180255,28120,217
1,10,2026-01-18,16:00,2,0,1,F,8949,9898,179312,179969,28120,217
3,9,2026-01-11,18:00,5,2,1,F,8949,9898,180255,180366,28120,217
2,9,2026-01-11,17:00,5,6,1,F,8949,9898,180408,179312,28120,217
1,9,2026-01-11,16:00,2,3,1,F,8949,9898,180626,180392,28120,217
3,8,2025-12-21,17:00,4,2,1,F,8949,9898,179312,180255,28120,217
2,8,2026-02-15,17:00,0,0,1,A,8949,9898,180366,180626,28120,217
1,8,2025-12-21,16:00,4,1,1,F,8949,9898,179969,180408,28120,217
3,7,2025-12-14,18:00,2,0,1,F,8949,9898,179312,180626,28120,217
2,7,2025-12-14,17:00,2,2,1,F,8949,9898,179969,180255,28120,217
1,7,2025-12-14,16:00,3,3,1,F,8949,9898,180366,180392,28120,217
3,6,2025-11-30,18:00,0,3,1,F,8949,9898,180626,179969,28120,217
2,6,2025-11-30,17:00,2,3,1,F,8949,9898,180392,179312,28120,217
1,6,2025-11-30,16:00,0,3,1,F,8949,9898,180255,180408,28120,217
3,5,2025-11-23,18:00,10,1,1,F,8949,9898,179969,180392,28120,217
2,5,2025-11-23,17:00,5,2,1,F,8949,9898,180408,180626,28120,217
3,9,2026-03-28,12:00,0,0,1,A,8949,9898,183882,183202,28135,217
2,9,2026-03-28,11:00,0,0,1,A,8949,9898,183237,183253,28135,217
1,9,2026-02-07,12:00,0,6,1,F,8949,9898,183238,183162,28135,217
3,8,2026-01-31,14:00,2,3,1,F,8949,9898,183253,183882,28135,217
2,8,2026-01-31,13:00,2,5,1,F,8949,9898,183202,183238,28135,217
1,8,2026-01-31,12:00,0,4,1,F,8949,9898,181414,183237,28135,217
3,7,2026-01-24,14:00,5,3,1,F,8949,9898,183253,183238,28135,217
2,7,2026-01-24,13:00,1,6,1,F,8949,9898,181414,183882,28135,217
1,7,2026-01-24,12:00,0,0,1,F,8949,9898,183202,183162,28135,217
3,6,2026-01-17,14:00,6,1,1,F,8949,9898,183238,181414,28135,217
2,6,2026-01-17,13:00,1,9,1,F,8949,9898,183162,183253,28135,217
1,6,2026-01-17,12:00,2,5,1,F,8949,9898,183882,183237,28135,217
3,5,2026-01-10,14:00,0,6,1,F,8949,9898,181414,183162,28135,217
2,5,2026-01-10,13:00,6,4,1,F,8949,9898,183237,183238,28135,217
1,5,2026-01-10,12:00,3,4,1,F,8949,9898,183253,183202,28135,217
2,4,2025-12-13,13:00,1,0,1,F,8949,9898,183202,181414,28135,217
1,4,2025-12-13,12:00,1,1,1,F,8949,9898,183238,183882,28135,217
3,3,2025-11-29,14:00,3,1,1,F,8949,9898,183237,183202,28135,217
2,3,2025-11-29,13:00,2,3,1,F,8949,9898,183882,183162,28135,217
1,3,2025-11-29,12:00,2,6,1,F,8949,9898,181414,183253,28135,217
3,2,2025-11-22,14:00,3,1,1,F,8949,9898,183202,183882,28135,217
2,2,2025-11-22,13:00,0,7,1,F,8949,9898,183253,183237,28135,217
1,2,2025-11-22,12:00,2,3,1,F,8949,9898,183162,183238,28135,217
2,1,2025-11-15,13:00,0,2,1,F,8949,9898,183238,183202,28135,217
1,1,2025-11-15,12:00,6,0,1,F,8949,9898,183237,181414,28135,217
3,9,2026-02-07,11:00,1,2,1,F,8949,9898,183068,183088,28133,217
2,9,2026-03-28,10:00,0,0,1,A,8949,9898,183043,183251,28133,217
3,3,2025-11-29,12:00,0,6,1,F,8949,9898,183773,183084,28150,367
2,3,2025-11-29,11:00,7,1,1,F,8949,9898,182180,181797,28150,367
1,3,2025-11-29,10:00,10,0,1,F,8949,9898,182616,182577,28150,367
3,2,2025-11-22,12:00,1,4,1,F,8949,9898,183084,182180,28150,367
2,2,2025-11-22,11:00,6,0,1,F,8949,9898,182577,183773,28150,367
1,2,2025-11-22,10:00,15,1,1,F,8949,9898,181797,183155,28150,367
3,8,2026-01-31,12:00,0,15,1,F,8949,9898,182577,182180,28150,367
2,8,2026-01-31,11:00,7,0,1,F,8949,9898,183084,183155,28150,367
1,8,2026-01-31,10:00,6,3,1,F,8949,9898,182616,183773,28150,367
3,5,2026-01-10,12:00,5,3,1,F,8949,9898,182616,181797,28150,367
2,5,2026-01-10,11:00,0,6,1,F,8949,9898,183773,183155,28150,367
1,5,2026-01-10,10:00,0,21,1,F,8949,9898,182577,183084,28150,367
3,4,2025-12-13,12:00,6,0,1,F,8949,9898,181797,183773,28150,367
2,4,2025-12-13,11:00,3,2,1,F,8949,9898,183084,182616,28150,367
1,4,2025-12-13,10:00,0,15,1,F,8949,9898,183155,182180,28150,367
1,9,2026-02-07,09:00,1,9,1,F,8949,9898,184691,184692,29895,367
2,8,2026-01-31,13:00,10,0,1,F,8949,9898,184688,184691,29895,367
2,7,2026-01-24,13:00,0,11,1,F,8949,9898,184691,184689,29895,367
1,5,2026-01-10,09:00,2,6,1,F,8949,9898,184689,184688,29895,367
2,4,2025-12-13,13:00,8,1,1,F,8949,9898,184688,184690,29895,367
1,4,2025-12-13,09:00,8,3,1,F,8949,9898,184692,184691,29895,367
3,9,2026-02-07,11:00,0,15,1,F,8957,9930,183817,183310,28576,374
1,6,2026-01-17,12:00,2,1,1,F,8957,9930,180852,183819,28578,385
2,5,2026-01-10,13:00,3,5,1,F,8957,9930,183903,181257,28578,385
1,5,2026-01-10,12:00,12,3,1,F,8957,9930,181746,183819,28578,385
2,8,2026-01-31,13:00,1,1,1,F,8951,9906,183293,182101,28309,385
4,7,2026-01-24,13:00,1,5,1,F,8951,9906,183293,182304,28309,385
2,6,2026-01-17,13:00,6,1,1,F,8951,9906,182825,183293,28309,385
2,4,2025-12-13,13:00,1,1,1,F,8951,9906,183293,180779,28309,385
3,2,2025-11-22,13:00,1,5,1,F,8951,9906,183293,183638,28309,385
3,1,2025-12-20,09:00,4,2,1,F,8938,9854,183306,184021,27259,385
1,8,2026-01-31,11:00,5,4,1,F,8957,9930,183902,183985,28576,385
2,7,2026-01-24,11:00,2,2,1,F,8957,9930,183902,183817,28576,385
1,6,2026-01-17,11:00,1,5,1,F,8957,9930,183817,183985,28576,385
3,5,2026-01-10,11:00,4,5,1,F,8957,9930,183902,183309,28576,385
2,3,2025-12-20,10:00,0,8,1,F,8957,9930,183817,183309,28576,385
1,3,2025-11-29,13:00,0,3,1,F,8957,9930,183902,183064,28576,385
3,1,2025-11-15,11:00,0,7,1,F,8957,9930,183817,183064,28576,385
2,6,2026-01-17,09:00,4,0,1,F,8957,9930,183607,183816,28575,385
1,5,2026-01-10,15:00,0,11,1,F,8957,9930,183816,184114,28575,385
1,2,2025-11-22,14:00,5,0,1,F,8957,9930,183816,183792,28575,385
3,4,2025-12-13,14:00,3,5,1,F,8957,9930,182120,181512,28578,385
2,4,2025-12-13,12:00,1,4,1,F,8957,9930,183819,183312,28578,385
1,4,2025-12-13,11:00,4,2,1,F,8957,9930,183957,183903,28578,385
2,3,2025-11-29,12:00,3,12,1,F,8957,9930,183793,183957,28578,385
1,3,2025-11-29,10:00,4,2,1,F,8957,9930,183903,182120,28578,385
5,2,2025-11-22,12:00,9,1,1,F,8957,9930,183957,181257,28578,385
3,2,2025-11-22,11:00,0,19,1,F,8957,9930,183819,183903,28578,385
4,1,2025-11-15,12:00,6,5,1,F,8957,9930,183903,181746,28578,385
1,1,2025-11-15,10:00,10,1,1,F,8957,9930,183957,180852,28578,385
3,8,2026-01-31,10:00,3,1,1,F,8957,9930,183901,183314,28577,385
1,8,2026-01-31,09:00,0,6,1,N,8957,9930,183648,183956,28577,385
3,7,2026-01-24,09:00,5,1,1,F,8957,9930,183901,183448,28577,385
3,6,2026-01-17,10:00,6,0,1,N,8957,9930,183448,183648,28577,385
3,5,2026-01-10,14:00,0,4,1,F,8957,9930,183648,183818,28577,385
2,5,2026-01-10,10:00,12,1,1,F,8957,9930,183956,183448,28577,385
1,5,2026-01-10,09:00,1,1,1,F,8957,9930,183901,183313,28577,385
3,4,2025-12-13,10:00,1,4,1,F,8957,9930,183818,183956,28577,385
1,4,2025-12-13,09:00,4,0,1,F,8957,9930,183448,183314,28577,385
3,3,2025-11-29,11:00,6,0,1,F,8957,9930,183956,183313,28577,385
1,3,2025-11-29,09:00,5,6,1,F,8957,9930,183648,183901,28577,385
2,2,2025-11-22,10:00,1,12,1,F,8957,9930,183901,183956,28577,385
1,2,2025-11-22,09:00,4,4,1,F,8957,9930,183818,183448,28577,385
1,1,2025-11-15,09:00,6,0,1,F,8957,9930,183956,183648,28577,385
